,North East,North West,Yorkshire & Humberside,East Midlands,West Midlands,Eastern,London,South East  ,South West ,Wales  ,Scotland  
All other ethnicities,9.50,5.40,12.70,6.90,9.50,-8.60,23.80,5.90,6.10,1.40,10.30
